"stage","stage09","stage15","ch_high","nburn","strata","stat","cc_year","metric","value"
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",0.330250817408708
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.21284867447851
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.315112947091531
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-2.69208752479253
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.29350897736908
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.25789219002583
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.736078689225133
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.86858696774464
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.840260706885301
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.67276777935267
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.76602813312156
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-3.9906906595184
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.172589188878
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.78717525288288
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",2.0183711276445
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.26849119355757
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.49771928318383
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.65541535972124
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.527821280359978
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.02922159059577
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.731837567131189
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.89384246484492
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.41500311945475
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.55574422005204
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.939202750614016
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.52856122870591
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.08154591023501
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.38399871694592
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.01410735067063
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.17102669926137
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.84591369540874
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.54385133166896
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.42349446955875
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-5.34836634582469
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.86853058831502
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-3.06960026899058
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.21802561690539
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.06236633600156
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.28087930638259
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-4.38958386624126
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.46482661970028
"once burned early","early","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-3.12565367792167
"once burned early","early","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.65613517886635
"once burned early","early","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.1292078680595
"once burned early","early","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.83331811699761
"once burned early","early","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.95204807672453
"once burned early","early","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.42291818121756
"once burned early","early","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.48479518560065
"once burned early","early","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.9332371270911
"once burned early","early","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-0.994489599923002
"once burned early","early","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.23846625974111
"once burned early","early","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.67711609279692
"once burned early","early","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.90431377877618
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-5.00651013838195
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.58980181576998
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.45683219873548
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.994862897309488
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-0.632928204291583
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",0.605729990597238
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.26431121126097
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.1197063004455
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.65356559891839
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.976253386529334
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-1.13277965517393
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",0.930102707784165
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-3.6653139816009
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.17678083354038
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.87022617704378
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.32430276676178
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.99840585226272
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",2.4324914473863
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.07275277792608
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.44551832438085
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.92034380689848
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.14714948459572
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.25603436599755
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.09545656852663
"late-early","late","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.46879088699091
"late-early","late","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.42684088986747
"late-early","late","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.20735493231953
"late-early","late","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.29843254379141
"late-early","late","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.93692145648174
"late-early","late","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.91332688095186
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.76035671122065
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.09673602171109
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.6309560734576
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.902517046763657
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.65962787848916
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.50213041815005
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-3.10227064404085
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.45777529238367
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.82964833428011
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.35553257323223
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-3.46932126970112
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.26447857545391
"recovering","early","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.34775363109216
"recovering","early","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.41117582061087
"recovering","early","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.08739931945762
"recovering","early","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.77139599497835
"recovering","early","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-4.92954247962775
"recovering","early","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.37064710452739
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.49751955404983
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.44577539402084
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.5210988948639
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.51454148746917
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.79906312027868
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.35042975397269
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-5.90369189241578
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.11473566103451
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-6.14587159595135
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.968793590293919
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.62438341449983
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.05979387816507
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-4.78766613335201
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.32333650426739
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.40934105868315
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.28695737966676
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-5.14206114416459
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.82508816527715
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.05868149226848
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.4973212041733
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.21086677352314
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.47231692367968
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.40366212273717
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.94467656791327
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-5.0407017798791
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.64497469035101
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.42333616463476
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.47723263212929
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.4836739813817
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.27795913050146
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-5.16095828510681
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.58876461313206
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.34034678554238
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.34477045546176
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.15770678668329
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.41749513243588
"late-early","late","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.28775207619784
"late-early","late","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.1077085045734
"late-early","late","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.07407607491307
"late-early","late","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.18311008571143
"late-early","late","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.43230214758848
"late-early","late","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.17932019734448
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.4347658144893
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.22147235766933
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.32312399340333
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.23627641882399
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-4.48922876492427
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.63056600720077
"recovering","early","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.65276975299551
"recovering","early","early",0,2,"Understory","sdl",2015,"cc_01_sdl",0.988327384000176
"recovering","early","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.12931481480485
"recovering","early","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.04151415717455
"recovering","early","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-6.25787697322134
"recovering","early","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",0.991383329410269
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.33759431119445
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",0.79345148499753
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.26884500461572
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.35376595009568
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.94549531834706
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.49173060183509
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-6.05342111629753
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",0.949283551022652
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.78460763980548
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.09544815463706
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-5.92306022775432
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.54595121446672
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-4.58506628053598
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.63530862740235
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.66073002002455
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.46467899451367
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-4.40738354056842
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",2.17560468279994
"recovering","early","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.30758970645702
"recovering","early","early",0,2,"Understory","sdl",2015,"cc_01_sdl",2.01911175088152
"recovering","early","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-6.26558580775022
"recovering","early","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.790639253559607
"recovering","early","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-6.89845197031839
"recovering","early","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",0.0928706674363448
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-3.89110857039841
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.12272480727701
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.43782703990509
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.25644623844345
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-4.82453889514757
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.62328148782754
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-1.29298939395931
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",0.663479483704995
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.51117105130416
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.870750585360395
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.52221711886961
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.66798489680098
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-3.46605495173198
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.56978250556148
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.80017989109412
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.16448703528456
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.16834516213859
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.36025175768867
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-4.05325954805114
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.15014263813929
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.42613172777771
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.23574576302672
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-4.13973339984742
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.92300053308221
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.16159879929022
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.790676521485107
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.35729753412243
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.934171943185039
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.40641278558364
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.63297050093002
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.29253741120409
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.649265825108118
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.32890157727466
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.11881969560166
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-4.31523370659193
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.88374174840125
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.65614192880925
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.511544587281261
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.73086380376643
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.792970707744287
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.46230254375401
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.55716817297113
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.03258518923193
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.960906992911628
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.54787010035355
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.29097205881742
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.74046782746822
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.65456822519365
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.34452676165127
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.405973469144758
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.25661774299145
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.395391623329037
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.71642861513251
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.36046031204024
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.81778077546905
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.703186721045215
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.65980090455102
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.766899706714538
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.74907250704883
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.59598690223155
"unburned forest","suppressed","suppressed",NA,0,"Understory","mnl",2015,"cc_01_mnl",-3.71933147037785
"unburned forest","suppressed","suppressed",NA,0,"Understory","sdl",2015,"cc_01_sdl",1.54340477913729
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.44696082647972
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","sdl",2015,"cc_02_sdl",2.12233795953194
"unburned forest","suppressed","suppressed",NA,0,"Canopy","mnl",2015,"cc_08_mnl",-4.56791196564038
"unburned forest","suppressed","suppressed",NA,0,"Canopy","sdl",2015,"cc_08_sdl",2.47944251982028
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.76027764316843
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.685737546599402
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.81741930709275
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.48768952209069
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-4.95929893410744
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.02752343574633
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.85326002476056
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.57972261473155
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.87033095906557
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.801489524458189
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.61291123857116
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.45122343729749
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.47667011819369
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.09301166888468
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.21015993194287
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.5873374622884
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.94713719061965
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.13680319150857
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.73357690417947
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.984878903113086
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.9907557166401
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.12776246581802
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-4.54742738734433
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.16515132860484
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-3.76548010027094
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.23092883694022
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.60620541463862
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.46618481463572
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-4.0039359547292
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.42727351020812
"once burned early","early","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-3.18153270187902
"once burned early","early","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.55205879066828
"once burned early","early","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.22374062629698
"once burned early","early","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.89480408947147
"once burned early","early","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-4.29329849222351
"once burned early","early","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.42649811225146
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.48041744984342
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.37533929960719
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.44779630432072
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.18663445217691
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-1.86884920226062
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.00730975195749
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-3.82527373678542
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.12177450558777
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.64043707313411
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.06303857345733
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.23771757170811
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",0.784217675176108
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.33559974502615
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.35508278830013
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.51654883878564
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.836981248205765
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-0.97641213183726
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",0.779964924960044
