"stage","stage09","stage15","ch_high","nburn","strata","stat","cc_year","metric","value"
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.8602789164034
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.64924950922818
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.3021872374189
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.47992172316835
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.10270217211298
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.23844623364029
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.8287730659133
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.50834459850691
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.485054766302
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.72403825386941
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.34226995299525
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-1.48105864874065
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.45770900649215
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.06071800313024
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.59534303647229
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.44319416611193
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.01968602397599
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-0.953271799735967
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.13136918995094
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.82061257687289
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.59379513240329
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.21925395710462
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.886991635821966
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-0.406285743813033
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",0.639816995614705
"late-early","late","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.02600448755589
"late-early","late","early",0,2,"Understory","sdl",2015,"cc_01_sdl",0.986743353727684
"late-early","late","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.36683490646062
"late-early","late","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.657463768002575
"late-early","late","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-1.2966422972706
"late-early","late","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",0.869417869512283
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.70424632791695
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.77278599303404
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.29918159391504
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.36477103205032
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-0.780335884774265
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.06047056996693
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.86681605772801
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.03377329847934
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.22551260529683
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.08677792752867
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-1.75385732642381
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.0364548979261
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.35967348529704
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.39785176490501
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.85165332533899
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",2.04947935285344
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-3.34369162970529
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.53272901703193
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-5.02039538348702
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.56624882675512
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.30743711117986
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.79802063525852
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.82437864935638
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.21438976254854
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-5.03584083585261
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.25829126077403
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.70097774292771
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.35392338241726
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.79757921816961
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.14882035382555
"late-early","late","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.71604222345506
"late-early","late","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.24364667040978
"late-early","late","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.73690361049461
"late-early","late","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.70916950577296
"late-early","late","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-4.47736716457238
"late-early","late","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.34318523345874
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.31696496142677
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.67146643852438
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.4107204608836
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.71853013632109
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.38553564255691
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.51806142463289
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.97384792594054
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.4050717538966
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.48163876208909
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.53376250294109
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.02476128440741
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.7703074026992
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-3.92581774404778
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.44807383942466
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.74927951590831
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.35558180661547
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.86596716928361
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.22809489145365
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-3.82874479443944
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.63973897132443
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.84423580563085
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.32349040418935
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.00779048848768
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.78802315721882
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.30251175161399
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.41739526232859
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.49192840289724
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.7711687853186
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.38871574662944
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.24194736051198
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.68670536530676
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.36052710289478
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.90179379518814
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.57385890827669
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.96583481766597
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.83545816074976
"unburned forest","suppressed","suppressed",NA,0,"Understory","mnl",2015,"cc_01_mnl",-4.69746310925518
"unburned forest","suppressed","suppressed",NA,0,"Understory","sdl",2015,"cc_01_sdl",1.72119345591211
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.17299984867314
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","sdl",2015,"cc_02_sdl",1.38898612216611
"unburned forest","suppressed","suppressed",NA,0,"Canopy","mnl",2015,"cc_08_mnl",-0.48920603740738
"unburned forest","suppressed","suppressed",NA,0,"Canopy","sdl",2015,"cc_08_sdl",1.04078258915748
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.93761349441381
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.0361901524946
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.45533901736872
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.98685883064847
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-5.08928527771664
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.24461885617352
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-3.63768074075428
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.41314782705746
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.21490194075616
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.88846060770345
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-5.73789800447543
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.79053520094669
"twice burned forest","late","late",1,2,"Understory","mnl",2015,"cc_01_mnl",-3.67455991963125
"twice burned forest","late","late",1,2,"Understory","sdl",2015,"cc_01_sdl",1.26264128070891
"twice burned forest","late","late",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.30137092020667
"twice burned forest","late","late",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.27691489968047
"twice burned forest","late","late",1,2,"Canopy","mnl",2015,"cc_08_mnl",-2.213151508521
"twice burned forest","late","late",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.75755602652977
"once burned forest","late","late",1,1,"Understory","mnl",2009,"cc_01_mnl",-3.19966297832974
"once burned forest","late","late",1,1,"Understory","sdl",2009,"cc_01_sdl",1.1434841296645
"once burned forest","late","late",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.02829115291189
"once burned forest","late","late",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.952167979216963
"once burned forest","late","late",1,1,"Canopy","mnl",2009,"cc_08_mnl",-0.917609939759146
"once burned forest","late","late",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.2553563445427
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.06388939608836
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.32394412009896
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.26910856928655
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.0991732960757
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.01289081694986
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.23404995309174
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.45031119305051
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.38269933229
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.36603475473619
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.24230894705452
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-1.68818310166609
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.58393599561232
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.21185363910386
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.988414761874891
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.13850521850784
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.9293035858072
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.2455827135073
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.05486199119974
"recovering","early","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-2.01699117113849
"recovering","early","early",0,2,"Understory","sdl",2015,"cc_01_sdl",0.914439839076335
"recovering","early","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.47741376658491
"recovering","early","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.32279186257129
"recovering","early","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-3.20588072035594
"recovering","early","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.61819926951801
"recovering","early","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-2.48441981376104
"recovering","early","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.0498363368309
"recovering","early","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.11855711167277
"recovering","early","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.4511891559331
"recovering","early","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-4.38757177389343
"recovering","early","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.18754572282202
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.241796875933
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.10205974605361
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.69534662007854
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.27021111338896
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.61727206379222
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.05243426997681
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.80109747498528
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.11555512906979
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.86183222100919
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.93572808854884
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.37222467770265
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.59893591116252
"recovering","early","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-2.22533751632134
"recovering","early","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.03829032152926
"recovering","early","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.54298209565921
"recovering","early","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.1461274400812
"recovering","early","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-3.3515220851846
"recovering","early","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.18345036914741
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-3.36140971333156
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.42211086345314
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.5303216585215
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.52783322850623
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.42873018546148
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.16981853652938
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-3.04395086459397
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.3463527111439
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.87389546860331
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.35040738867618
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.8261127701214
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.92792192160665
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.24930112732159
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.47729714600945
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.56747335421919
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.21992611825778
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.62039400345882
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.29877631878821
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.29304974452413
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.35543871944001
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.47713184563049
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.20460392785879
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-1.63721851940203
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.36727421586806
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.53092554670262
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.47278013964239
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.84343219213573
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.46424230158275
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.96873443856579
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.64830055893068
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.60814204749388
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.47935250007044
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.76317018805943
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.51598144135306
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-1.9525509474121
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.77634031045262
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.02771000733269
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.27840809910872
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.27668132109639
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.13890445844275
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.05489615919108
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.8131946672374
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-3.30590437237593
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.40834383793517
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.00478261442538
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.0644658232334
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.97734194878847
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.74426860191603
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.24989945690214
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.45174168576165
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.4279144314719
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.37802444150615
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.30166483562953
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.09942653883212
"unburned forest","suppressed","suppressed",NA,0,"Understory","mnl",2015,"cc_01_mnl",-2.66569315700236
"unburned forest","suppressed","suppressed",NA,0,"Understory","sdl",2015,"cc_01_sdl",1.29014634150187
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","mnl",2015,"cc_02_mnl",-1.55472510946003
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","sdl",2015,"cc_02_sdl",0.933046727375877
"unburned forest","suppressed","suppressed",NA,0,"Canopy","mnl",2015,"cc_08_mnl",-1.02064241431719
"unburned forest","suppressed","suppressed",NA,0,"Canopy","sdl",2015,"cc_08_sdl",1.11058261643182
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.70500867546944
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.787556237705854
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.94234592470365
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.18311999244499
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-4.21752393378706
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.43329289640284
"recovering","early","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-2.25041634021812
"recovering","early","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.08976060242892
"recovering","early","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.18375896756029
"recovering","early","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.40769187321381
"recovering","early","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-5.51881216365844
"recovering","early","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.09736772271326
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-5.41330820834727
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.12486103547989
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.77989617793093
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.51060128372009
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-5.6902151468042
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.83540276821122
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-5.45445642325669
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.65381764312782
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.87117170536748
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.931321562956807
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-0.718119423888544
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",0.554199376952643
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.52000264283235
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.26425815382219
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.37842892644911
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.08340565486208
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-0.793642997599717
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",0.570889787930843
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.47704092539991
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.76050326868825
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.60845835629672
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.74625839486608
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.35929737010082
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.39417168897833
"recovering","early","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.81112789552777
"recovering","early","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.55841302680283
"recovering","early","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.7871802325833
"recovering","early","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.69306299618987
"recovering","early","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.51207090611671
"recovering","early","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.42382912212076
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-3.82664645139086
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.73724888988602
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.3852169977863
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.37749744498379
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.27033984671446
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.33471902018814
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.92449973064876
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.75709609251183
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.88950351148624
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.29888946767176
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.05291387810369
